defType,defName,modName,currentLabelOrText,tier,oneLineWhy
MentalBreakDef,Wander_Sad,Core,mentalState=Wander_Sad,COMMON,"Core vanilla mental break — reachable by any pawn via the base mood-threshold system, no faction/precept/xenotype gate."
MentalBreakDef,Rebellion,Ideology,mentalState=Rebellion,COMMON,"Vanilla Ideology slave-rebellion mental break — explicitly hooked by this campaign's Unbending/Broken rebellion-walk design (pawn_flavor_design.md), core to the permanent slave economy."
MentalBreakDef,ABF_MentalBreak_Synstruct_FriendlyGrassObsession,ABF: Synstructs Core,mentalState=ABF_MentalState_Synstruct_FriendlyGrassObsession,OCCASIONAL,ABF: Synstructs is the confirmed droid/synthetic pawn framework; fires only for synstruct (droid) pawns.
MentalBreakDef,ABF_MentalBreak_Synstruct_HostileGrassObsession,ABF: Synstructs Core,mentalState=ABF_MentalState_Synstruct_HostileGrassObsession,OCCASIONAL,ABF: Synstructs is the confirmed droid/synthetic pawn framework; fires only for synstruct (droid) pawns.
MentalBreakDef,FireStartingSpree,Core,mentalState=FireStartingSpree,OCCASIONAL,"Requires the Pyromaniac trait — common trait, but not every pawn has it."
MentalBreakDef,IdeoChange,Ideology,mentalState=IdeoChange,OCCASIONAL,"Fires only when a pawn's ideoligion is actively being converted — happens with captives/converts, not routine."
MentalBreakDef,Turn_MentalBreak_FreeSpiritRampage,Integrated Genes,mentalState=Turn_MentalState_Rampage,OCCASIONAL,"Integrated Genes is weakly evidenced as live (genome_register.html review); worker is slave/prisoner-specific, fits the campaign's slave economy — inference, not directly confirmed."
MentalBreakDef,Turn_MentalBreak_TerrifiedFaintingSpell,Integrated Genes,mentalState=,OCCASIONAL,Integrated Genes is weakly evidenced as live; not individually confirmed.
MentalBreakDef,OuterRim_MSLooseScrews,Outer Rim - Droid Depot,mentalState=OuterRim_MSLooseScrews,OCCASIONAL,Outer Rim - Droid Depot is adopted (required_mods.md); requires the OuterRim_LooseScrews droid quirk trait.
MentalBreakDef,OuterRim_MSRebellious,Outer Rim - Droid Depot,mentalState=OuterRim_MSRebellious,OCCASIONAL,Outer Rim - Droid Depot is adopted; requires the OuterRim_Rebellious droid quirk trait.
MentalBreakDef,VTE_Kleptomaniac,Vanilla Traits Expanded,mentalState=VTE_Kleptomaniac,OCCASIONAL,Vanilla Traits Expanded is a confirmed live trait-pool mod; this break needs the matching VTE trait.
MentalBreakDef,VTE_PanicFreezing,Vanilla Traits Expanded,mentalState=VTE_PanicFreezing,OCCASIONAL,Requires the VTE_Anxious trait specifically.
MentalBreakDef,VTE_TechnophobeTantrum,Vanilla Traits Expanded,mentalState=VTE_TechnophobeTantrum,OCCASIONAL,Requires a VTE technophobe-type trait.
ThoughtDef,AteBabyFood,Biotech,ate baby food | I had to eat watery slop made for a child. It's not just tasteless; it's demoralizing.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,BabySick,Biotech,my baby {BABY_nameDef} is sick | My baby is sick. I'm terrified something bad will happen to my baby. | my babies are sick | My babies are sick. I'm terrified something bad will ha...,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,BloodfeederDied_Revered,Biotech,"bloodfeeder died | The bloodfeeders stand above us, yet one has died here. We will surely be punished for this.",COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,BloodfeederDied_Reviled,Biotech,bloodfeeder died | The only good bloodfeeder is a dead one.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Bloodfeeder_ReveredBloodfeeder,Biotech,"revered bloodfeeder | Let them worship me. Feeding upon them places them below me, as animals are below humans.",COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ChildLabor_Encouraged_ChildAssignedRecreation,Biotech,children assigned recreation | Why are we letting children waste their youth on games?,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ChildLabor_Encouraged_ChildAssignedWork,Biotech,children assigned work | It's upsetting to see children forced to work. They only get one childhood.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,CribQuality,Biotech,good crib | This crib is comfy. | excellent crib | This crib is very comfy. | masterwork crib | This crib is amazing. So comfortable. | legendary crib | This crib is wonderful. So ...,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,GrowthVat_Prohibited_GrowthVatInColony,Biotech,growth vat | I hate the thought of that awful growth vat being in our colony.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Miscarried,Biotech,miscarried | I lost my child.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,MyBirthMotherDied,Biotech,my birth mother {0} died | My birth mother died. She's gone forever. It's like a hole in my life.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,PartnerMiscarried,Biotech,{0} miscarried | My child's story ended before it started.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,PsychicBond,Biotech,psychic bond,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,PsychicBondProximity,Biotech,"psychic bond | The bond brings us together, sharing feelings and thoughts. It's like a friend who is always with me. | psychic bond distance | The distance makes it so hard to hear...",COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,PsychicBondTorn,Biotech,psychic bond torn ({0}) | My psychic bond with {OTHERPAWN} was torn apart. I feel like part of my mind and emotions are missing.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Pyrophobia,Biotech,afraid of fire | The flames make me so nervous. Such searing heat - I feel like it will leap at me at any moment!,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Recluse,Biotech,"recluse alone | It's a relief not to have to think about other people. | recluse in small group | I'm happy I don't have too many people to think about. Alone would be better, but ...",COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ScanningSickness,Biotech,scanning sickness | Ever since that scan I've been dizzy and I can't think.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Stillbirth,Biotech,stillbirth | My child died during labor.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SunlightSensitivity_Major,Biotech,sunlight sensitivity | The sunlight burns my eyes and my skin feels like it's being scorched.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SunlightSensitivity_Mild,Biotech,sunlight sensitivity | The sun hurts my eyes and my skin is tingling unpleasantly.,COMMON,Biotech DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AlcoholWithdrawal,Core,alcohol withdrawal | Feeling shaky. Everything pisses me off. I keep thinking of drinking.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AmbrosiaWithdrawal,Core,ambrosia withdrawal | I feel heavy and cold all the time. I never thought I'd want a piece of fruit so much.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Ascetic,Core,ascetic has awful bedroom | My bedroom is just how I want it to be. Very humble and simple. | ascetic has dull bedroom | My bedroom is just how I want it to be. Very humble and sim...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteCorpse,Core,ate corpse | I had to eat the flesh of a dead creature without even butchering or cooking it.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteFineMeal,Core,ate fine meal | I ate a really tasty fine meal. Yum!,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteHumanlikeMeatAsIngredient,Core,cooked cannibalism | I ate a meal made from the meat of another human. This is horrible.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteHumanlikeMeatAsIngredientCannibal,Core,cooked cannibalism | I ate a meal made from the meat of another human. So pleasurable. If only I had some fava beans and a nice chianti.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteHumanlikeMeatDirect,Core,"raw cannibalism | I ate the meat of another human, raw, like an animal. This is a nightmare.",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteHumanlikeMeatDirectCannibal,Core,"raw cannibalism | I ate the meat of another human, raw, like an animal. It was so... succulent.",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteInImpressiveDiningRoom,Core,decent dining room | I ate my meal in a decent dining room. | slightly impressive dining room | I ate my meal in a slightly impressive dining room. | somewhat impressive dining roo...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteInsectMeatAsIngredient,Core,"ate cooked insect meat | I ate a meal cooked from gray, slimy insect meat. The seasoning partly covered the taste, but there were glands and fluid pockets in there that I can't ide...",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteInsectMeatDirect,Core,"ate insect meat | I ate some gray, slimy insect meat. It was, possibly, the most disgusting thing I've ever tasted.",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteKibble,Core,ate kibble | I had to eat animal kibble. It's like I don't get to be human any more.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteLavishMeal,Core,ate lavish meal | That lavish meal was amazing. It nourished my body and my soul.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteNutrientPasteMeal,Core,"ate nutrient paste meal | I had to eat a disgusting, tasteless meal. I know it keeps you alive, but nobody wants to swallow that glop.",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteRawFood,Core,ate raw food | I had to eat raw food. We should be cooking that kind of food before eating it. We're not animals.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteRawHumanlikeMeat,Core,ate raw humanlike meat,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteRottenFood,Core,"ate rotten food | I ate some disgusting, putrid food. It was melting in my mouth - but not in a good way.",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,AteWithoutTable,Core,ate without table | I had to eat a meal off the ground. Can't we get a table around here?,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,BondedAnimalBanished,Core,bonded animal {0} banished | My bonded animal was banished!,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,BondedAnimalDied,Core,"bonded animal {0} died | Such a tender, unique animal. This universe is evil!",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,BondedAnimalLost,Core,"bonded animal {0} lost | Such a tender, unique animal. This universe is evil!",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,BondedAnimalMaster,Core,{0}'s master | Being together with my bonded animal makes me feel better. | master of {0} | Being together with my bonded animals makes me feel better.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,BondedAnimalReleased,Core,"bonded animal {0} released | Such a tender, unique animal. Why did it have to go?",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,BrawlerUnhappy,Core,brawler has ranged weapon | I hate shooting from a distance. I want to get up close and personal!,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,BrokeUpWithMe,Core,broke up with me,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ButcheredHumanlikeCorpse,Core,I butchered humanlike | I butchered someone up like an animal.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ButcheredHumanlikeCorpseOpinion,Core,butchered humanlike corpse,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,CheatedOnMe,Core,cheated on me,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,CheatedOnMeMood,Core,cheated on by {0} | How could someone cheat on me!,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ClothedNudist,Core,constraining clothes | I'm a nudist but I have to wear these clothes. It's not unbearable - but I still feel constrained and uncomfortable.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ColonistBanishedToDie,Core,colonist banished to death | We banished someone in such a way that there's almost no way they'll survive.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ColonistLeftUnburied,Core,colonist left unburied | One of us died and we're just leaving them lying in the open. Nobody should be left like that. People deserve a decent burial.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ColonyPrisonerEscaped,Core,Colonist prisoner escaped | Can't we keep control of our own people? I feel like anything could happen to me here.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,DeadMansApparel,Core,tainted {0} | I am wearing a piece of apparel that someone died in. It creeps me out and feels dirty. | tainted {0} (+1) | I am wearing two pieces of apparel that someone died in. ...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,DoingPassionateWork,Core,"minor passion for my work | I enjoy my work. | burning passion for my work | I love my work. I could do this all day, every day.",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,DrugDesireFascination,Core,chemical want | I'm fascinated by drugs. I want to experience them more. | chemical hunger | I'm fascinated by drugs. I want to experience them a lot harder. | chemical starvation ...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,DrugDesireFascinationSatisfied,Core,"chemical comfort | I'm fascinated by drugs, and I love satisfying my desires. | chemical satisfaction | I'm fascinated by drugs, and I am fully satisfied with my drug consumption.",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,DrugDesireInterest,Core,chemical want | I'm interested in drugs. I want to try more. | chemical hunger | I'm interested in drugs. I want to experience a lot more. | chemical starvation | I'm interested in...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,DrugDesireInterestSatisfied,Core,chemical comfort | I'm interested in drugs. I enjoyed satisfying my desire. | chemical satisfaction | I'm interested in drugs. I am really satisfied with all the drugs I've gotten ...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Drunk,Core,drunk,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,EnvironmentCold,Core,"chilly | I'm uncomfortably cold. | cold | I'm so cold, I'm shivering. | numbing cold | I can't stop shivering. My teeth are chattering. All I can think of is getting warm. | absolu...",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,EnvironmentDark,Core,darkness | I've been in the dark for a while. I don't like it.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,EnvironmentHot,Core,sweaty | It's too hot here. I'm sweating. | hot | It's way too hot here. If I could just have a breath of cool air... | sweltering hot | I feel like I'm in an oven! I'm not sure ho...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ExecutedPrisoner,Core,executed prisoner,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ForcedMeToTakeDrugs,Core,forced me to take drugs,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ForcedMeToTakeDrugsMood,Core,forced to take drugs | I'm a teetotaler; I would never take drugs by choice. But I was forced! I feel unclean.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ForcedMeToTakeLuciferiumMood,Core,forced to take luciferium | I'm a body purist; I would never take luciferium by choice. But I was forced! I feel unclean.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,GoJuiceHigh,Core,"high on go-juice | I feel pumped but steady. I am the bullet in flight, ready to cut through you.",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,GoJuiceWithdrawal,Core,"go-juice withdrawal | I'm all fuzzy and can't think straight. My limbs feel heavy, I'm tired and hungry, everything hurts. And why won't my eyes focus properly?",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,GotMarried,Core,got married to {0} | I got married! It's so wonderful to be starting a new life together!,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Greedy,Core,greedy for impressive bedroom | I'm greedy. I want a really impressive bedroom. | greedy for impressive bedroom | I'm greedy. My room is pathetic! I want a really impressive bedroo...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,HadAngeringFight,Core,angering fight,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,HadCatharticFight,Core,cathartic fight,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,HappyNude,Core,happily nude | I'm nude and loving it! I feel so free and unconstrained and in touch with my surroundings!,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,HardWorkerVsLazy,Core,hard worker vs lazy,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,HoldingMePrisoner,Core,holding me prisoner,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,HospitalPatientRoomStats,Core,awful hospital | This hospital is awful. | dull hospital | I'm stuck in a dull hospital. | slightly impressive hospital | My hospital is slightly impressive. It makes me feel a bit...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,HumanLeatherApparelHappy,Core,human leather {0} | I enjoy wearing the suffering of others. | human leather {0} (+1) | This will scare them. All will know my power. | human leather {0} (+2) | The faces on my clo...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Hungover,Core,mild hangover | The headache is almost gone. | serious hangover | My head hurts from all that liquor. | pounding hangover | It feels like a gaggle of geese are pecking at my skull.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Inebriated,Core,alcohol warmth | I just feel a bit more relaxed after that drink. That's good. | quite inebriated | I'm a bit wobbly! And this is quite enjoyable. | drunk | I feel so uninhibited a...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Insulted,Core,insulted,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,InsultedMood,Core,insulted | I've been directly insulted! What an awful person!,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Jealous,Core,jealous of {0}'s bedroom | I need to have the best one!,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,JoyActivityInImpressiveRecRoom,Core,decent rec room | I had fun in a decent rec room. | slightly impressive rec room | I had fun in a nice rec room. | somewhat impressive rec room | I had a great time in an impressiv...,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,KilledColonyAnimal,Core,killed colony animal,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,KilledMyBondedAnimal,Core,killed my bonded animal,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,KilledMyFriend,Core,killed my friend,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,KilledMyLover,Core,killed my lover,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,KnowButcheredHumanlikeCorpse,Core,we butchered humanlike | We butchered someone up like an animal.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,KnowColonistDied,Core,colonist died | One of our people died. We should be able to take care of our people.,COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,KnowColonistExecuted,Core,"justified execution of colonist | A guilty colonist was executed. It was justified, but still sad. | colonist euthanized | A colonist was euthanized. It was humane, but still sad. ...",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,KnowGuestExecuted,Core,"justified execution | A guilty prisoner or guest was executed. It was justified, but still sad. | someone was euthanized | A prisoner or guest was euthanized. It was humane, but st...",COMMON,Core DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
